,Số báo danh,Toán,Văn,Lý,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ,Tên ngoại ngữ
5588,64005608,,6.75,,,,7.25,6.25,,3.4,N1,Tiếng Anh
5589,64005609,7.4,,7.25,,6.5,,,,,N1,Tiếng Anh
5590,64005610,5.2,6.75,,,,6.25,6.25,,2.2,N1,Tiếng Anh
5591,64005611,7.2,6.5,7.75,,,,,,4.4,N1,Tiếng Anh
5592,64005612,6.4,,,,,8.25,,8.5,2.2,N1,Tiếng Anh
5593,64005613,,5.75,5.25,6.5,4.5,,,,,N1,Tiếng Anh
5594,64005614,4.8,6.25,,,,,5.75,8.5,3.2,N1,Tiếng Anh
5595,64005615,7.6,7.75,,7.75,7.5,,,,4.4,N1,Tiếng Anh
5596,64005616,6.6,6.75,,7.25,,,,,,N1,Tiếng Anh
5597,64005617,8.6,7.75,8.75,7.5,,,,,,N1,Tiếng Anh
5598,64005618,,7.5,,6.25,5.75,,,,3.6,N1,Tiếng Anh
5599,64005619,6.6,7.75,,,,7.25,,9.75,4.6,N1,Tiếng Anh
5600,64005620,,6.75,,,,,4.75,,,N1,Tiếng Anh
5601,64005621,6.4,6.75,,,,6.5,7.25,9.5,2.8,N1,Tiếng Anh
5602,64005622,6.8,7.25,7.25,7.5,6.75,,,,4.4,N1,Tiếng Anh
5603,64005623,5.2,6.5,,4.5,4.25,,,,3.4,N1,Tiếng Anh
5604,64005624,6.4,8.25,5.5,,6.25,,,,5.8,N1,Tiếng Anh
5605,64005625,,8.75,7.75,7.25,7.75,,,,5.8,N1,Tiếng Anh
5606,64005626,5.4,8.25,,,,7.25,7.25,9.5,4.4,N1,Tiếng Anh
5607,64005627,6.6,,4.5,4.5,6.25,,,,2.6,N1,Tiếng Anh
5608,64005628,5.6,5.75,6.25,,,,,,3.4,N1,Tiếng Anh
5609,64005629,4.4,,,,,7.5,7.5,,2.8,N1,Tiếng Anh
5610,64005630,5.2,7.75,,,,6.5,4.75,7.75,3.2,N1,Tiếng Anh
5611,64005631,6.2,,,,,,6.5,8.5,2.8,N1,Tiếng Anh
5612,64005632,5.6,7.75,,,,8.25,7.25,9.5,3.8,N1,Tiếng Anh
5613,64005633,,8.75,5.5,7.5,6.75,,,,3.6,N1,Tiếng Anh
5614,64005634,5.6,6.5,,,,6.75,,,4.2,N1,Tiếng Anh
5615,64005635,5.2,,4.75,4.5,4.5,,,,4.4,N1,Tiếng Anh
5616,64005636,5.4,7.25,4.5,5.25,,,,,,N1,Tiếng Anh
5617,64005637,4.8,6.75,,,,8.25,6.25,7.25,,N1,Tiếng Anh
5618,64005638,7.8,6.75,8.25,,7.75,,,,,N1,Tiếng Anh
5619,64005639,5.6,7.25,,,,8.5,6.25,9.75,2.4,N1,Tiếng Anh
5620,64005640,4.8,7.5,,,,8.5,6.25,,2.8,N1,Tiếng Anh
5621,64005641,6.8,7.25,5.5,,,,,,,N1,Tiếng Anh
5622,64005642,,8.75,7.25,5.75,6.25,,,,7.2,N1,Tiếng Anh
5623,64005643,7.2,8.25,,7.25,,,,,,N1,Tiếng Anh
5624,64005644,,7.75,,,,8.75,8.5,10.0,,N1,Tiếng Anh
5625,64005645,7.2,7.25,4.75,6.75,7.75,,,,4.2,N1,Tiếng Anh
5626,64005646,3.8,,,,,3.75,5.5,6.5,2.8,N1,Tiếng Anh
5627,64005647,5.4,,,,,7.25,8.25,9.75,3.8,N1,Tiếng Anh
5628,64005648,5.8,7.75,,,,,6.75,,3.8,N1,Tiếng Anh
5629,64005649,5.6,7.25,,,,5.5,5.75,,2.4,N1,Tiếng Anh
5630,64005650,5.6,,4.25,4.5,,,,,4.4,N1,Tiếng Anh
5631,64005651,7.4,8.25,6.75,7.25,8.5,,,,6.6,N1,Tiếng Anh
5632,64005652,7.6,6.75,,6.75,8.25,,,,4.4,N1,Tiếng Anh
5633,64005653,5.8,6.75,,,,6.25,7.25,8.25,2.4,N1,Tiếng Anh
5634,64005654,8.4,6.75,7.5,7.5,,,,,,N1,Tiếng Anh
5635,64005655,7.8,7.25,,,,,7.75,8.5,3.4,N1,Tiếng Anh
5636,64005656,7.6,6.5,6.75,7.75,7.5,,,,2.4,N1,Tiếng Anh
5637,64005657,,7.25,,,,7.75,6.5,8.75,3.4,N1,Tiếng Anh
5638,64005658,8.6,7.25,8.25,,7.5,,,,,N1,Tiếng Anh
5639,64005659,,6.5,5.25,5.75,,,,,,N1,Tiếng Anh
5640,64005660,4.2,5.5,,3.5,3.25,,,,2.4,N1,Tiếng Anh
5641,64005661,5.4,6.75,7.5,5.25,5.25,,,,3.6,N1,Tiếng Anh
5642,64005662,6.4,7.75,,,,,6.5,,3.8,N1,Tiếng Anh
5643,64005663,7.8,7.25,7.75,,6.5,,,,4.6,N1,Tiếng Anh
5644,64005664,,7.75,7.5,,,,,,3.6,N1,Tiếng Anh
5645,64005665,,,8.5,8.25,6.75,,,,3.8,N1,Tiếng Anh
5646,64005666,,5.5,,,,4.75,5.5,6.25,,N1,Tiếng Anh
5647,64005667,,6.25,,,,5.25,5.5,7.25,,N1,Tiếng Anh
5648,64005668,6.4,,6.75,,,,,,4.4,N1,Tiếng Anh
5649,64005669,2.8,5.75,,,,,,,2.2,N1,Tiếng Anh
5650,64005670,7.8,8.25,7.75,7.25,7.5,,,,8.8,N1,Tiếng Anh
5651,64005671,7.4,6.75,7.75,8.25,7.75,,,,5.8,N1,Tiếng Anh
5652,64005672,4.2,6.25,,,,4.25,,,3.6,N1,Tiếng Anh
5653,64005673,4.4,,,3.5,4.25,,,,3.6,N1,Tiếng Anh
5654,64005674,4.8,,,,,6.25,6.75,,3.4,N1,Tiếng Anh
5655,64005675,5.8,,,,,7.25,4.75,8.5,4.4,N1,Tiếng Anh
5656,64005676,7.4,,,,,,,,7.4,N1,Tiếng Anh
5657,64005677,6.4,7.5,,7.25,5.75,,,,2.4,N1,Tiếng Anh
5658,64005678,,8.25,5.5,7.25,6.25,,,,5.6,N1,Tiếng Anh
5659,64005679,4.2,7.25,,,,,,,2.6,N1,Tiếng Anh
5660,64005680,6.4,,6.5,7.5,,,,,3.6,N1,Tiếng Anh
5661,64005681,4.8,6.5,,,,4.25,7.75,8.5,2.4,N1,Tiếng Anh
5662,64005682,7.4,,6.25,6.75,5.75,,,,2.6,N1,Tiếng Anh
5663,64005683,6.6,6.75,5.75,5.5,8.5,,,,7.4,N1,Tiếng Anh
5664,64005684,6.4,6.5,,,,6.5,5.5,8.5,3.4,N1,Tiếng Anh
5665,64005685,7.6,,6.25,8.25,5.25,,,,4.8,N1,Tiếng Anh
5666,64005686,,6.75,8.75,8.75,6.5,,,,4.4,N1,Tiếng Anh
5667,64005687,4.8,5.75,,,,7.25,,8.25,2.6,N1,Tiếng Anh
5668,64005688,3.4,5.75,,,,,5.75,,3.8,N1,Tiếng Anh
5669,64005689,4.2,7.75,4.75,,4.25,,,,4.2,N1,Tiếng Anh
5670,64005690,6.2,,5.75,4.75,6.25,,,,3.6,N1,Tiếng Anh
5671,64005691,6.8,6.5,5.75,7.25,6.25,,,,3.8,N1,Tiếng Anh
5672,64005692,,6.3,,,,,6.25,8.5,2.4,N1,Tiếng Anh
5673,64005693,3.4,,,,,5.5,,8.25,3.4,N1,Tiếng Anh
5674,64005694,5.8,6.75,,,,,6.25,,3.6,N1,Tiếng Anh
5675,64005695,8.8,,,7.25,7.5,,,,4.2,N1,Tiếng Anh
5676,64005696,7.6,8.5,6.5,7.25,,,,,4.8,N1,Tiếng Anh
5677,64005697,6.4,7.5,7.5,6.5,6.5,,,,,N1,Tiếng Anh
5678,64005698,4.4,7.25,,,,,4.25,7.75,2.8,N1,Tiếng Anh
5679,64005699,4.6,7.5,,,,6.25,6.25,6.75,2.8,N1,Tiếng Anh
5680,64005700,,,,,,5.5,5.75,7.75,3.6,N1,Tiếng Anh
5681,64005701,6.2,7.5,3.75,6.75,4.75,,,,4.4,N1,Tiếng Anh
5682,64005702,5.2,6.75,5.25,5.5,5.25,,,,,N1,Tiếng Anh
5683,64005703,4.2,,,,,,,7.25,,N1,Tiếng Anh
5684,64005704,6.4,6.5,,,,,5.75,8.75,4.2,N1,Tiếng Anh
5685,64005705,5.6,6.25,,,,,,8.25,2.2,N1,Tiếng Anh
5686,64005706,,6.25,,,,4.5,4.75,7.25,2.6,N1,Tiếng Anh
5687,64005707,5.4,6.75,5.75,5.25,,,,,,N1,Tiếng Anh
5688,64005708,7.6,5.5,7.5,7.5,,,,,4.4,N1,Tiếng Anh
5689,64005709,,,,,,6.25,3.75,7.25,3.6,N1,Tiếng Anh
5690,64005710,,6.5,7.5,6.5,,,,,4.4,N1,Tiếng Anh
5691,64005711,6.2,6.75,,,,,,8.5,2.6,N1,Tiếng Anh
5692,64005712,,8.25,,,,6.5,5.5,8.75,3.2,N1,Tiếng Anh
5693,64005713,3.8,7.25,,,,4.75,6.75,8.75,3.2,N1,Tiếng Anh
5694,64005714,5.2,6.75,,,,3.5,6.25,,3.4,N1,Tiếng Anh
5695,64005715,7.8,,,7.25,7.5,,,,4.6,N1,Tiếng Anh
5696,64005716,,6.75,,,,5.25,,7.5,2.6,N1,Tiếng Anh
5697,64005717,5.6,7.25,,,4.75,,,,2.4,N1,Tiếng Anh
5698,64005718,5.8,6.75,,,,4.75,6.5,8.75,4.8,N1,Tiếng Anh
5699,64005719,3.6,5.25,,,,5.25,3.5,5.5,2.8,N1,Tiếng Anh
5700,64005720,5.2,,,,,4.75,5.25,,,N1,Tiếng Anh
5701,64005721,6.6,6.25,,,,6.75,6.75,8.25,3.2,N1,Tiếng Anh
5702,64005722,6.4,8.5,,7.25,,,,,4.6,N1,Tiếng Anh
5703,64005723,,7.75,,,,7.5,6.75,9.75,4.4,N1,Tiếng Anh
5704,64005724,6.6,,5.25,5.25,,,,,4.2,N1,Tiếng Anh
5705,64005725,5.2,6.75,4.75,4.75,6.5,,,,,N1,Tiếng Anh
5706,64005726,5.6,6.5,6.25,,5.75,,,,4.4,N1,Tiếng Anh
5707,64005727,,5.5,,,,6.5,5.75,7.25,2.6,N1,Tiếng Anh
5708,64005728,4.4,6.25,,,,,5.25,,3.8,N1,Tiếng Anh
5709,64005729,6.2,6.5,3.75,,6.5,,,,5.4,N1,Tiếng Anh
5710,64005730,7.4,5.5,7.75,7.5,,,,,3.8,N1,Tiếng Anh
5711,64005731,,7.25,6.5,,6.25,,,,6.8,N1,Tiếng Anh
5712,64005732,4.8,6.5,,,,5.75,6.25,9.25,3.2,N1,Tiếng Anh
5713,64005733,5.6,7.25,,,,6.75,6.75,,3.2,N1,Tiếng Anh
5714,64005734,5.2,,6.5,,4.75,,,,4.2,N1,Tiếng Anh
5715,64005735,4.4,3.75,,,,4.5,7.75,8.75,3.8,N1,Tiếng Anh
5716,64005736,4.2,,,,,4.5,4.5,8.5,3.2,N1,Tiếng Anh
5717,64005737,4.4,6.5,,,,4.25,5.25,7.75,,N1,Tiếng Anh
5718,64005738,6.4,6.5,,,,5.75,7.25,8.75,3.6,N1,Tiếng Anh
5719,64005739,6.6,5.75,,,,5.75,5.75,7.75,3.2,N1,Tiếng Anh
5720,64005740,,,,,,6.75,7.5,9.75,3.4,N1,Tiếng Anh
5721,64005741,,8.25,7.25,,,,,,,N1,Tiếng Anh
5722,64005742,5.4,7.75,,,,,5.25,6.75,3.2,N1,Tiếng Anh
5723,64005743,7.2,8.5,8.5,7.5,6.5,,,,4.8,N1,Tiếng Anh
5724,64005744,5.4,6.25,2.75,,4.25,,,,3.2,N1,Tiếng Anh
5725,64005745,,6.75,5.5,5.5,,,,,3.8,N1,Tiếng Anh
5726,64005746,5.8,8.25,4.75,6.5,,,,,3.8,N1,Tiếng Anh
5727,64005747,3.6,,,,,4.25,4.75,5.5,,N1,Tiếng Anh
5728,64005748,7.2,6.5,,,,,6.75,9.25,4.8,N1,Tiếng Anh
5729,64005749,6.4,,,,,,5.75,8.75,3.4,N1,Tiếng Anh
5730,64005750,7.6,5.75,,5.75,,,,,2.6,N1,Tiếng Anh
5731,64005751,,8.25,,,,,6.5,9.5,6.8,N1,Tiếng Anh
5732,64005752,,6.75,4.75,6.75,6.5,,,,2.6,N1,Tiếng Anh
5733,64005753,4.2,,,,,,5.5,,,N1,Tiếng Anh
5734,64005754,3.4,5.5,,,,4.5,6.25,7.75,2.4,N1,Tiếng Anh
5735,64005755,4.2,,,,,5.25,,,2.6,N1,Tiếng Anh
5736,64005756,5.2,6.75,,,,8.25,,8.5,1.4,N1,Tiếng Anh
5737,64005757,,,7.5,6.75,6.25,,,,3.6,N1,Tiếng Anh
5738,64005758,4.4,6.75,,,,4.5,6.25,8.25,2.8,N1,Tiếng Anh
5739,64005759,6.6,8.25,,,,6.5,6.75,9.5,3.6,N1,Tiếng Anh
5740,64005760,,8.75,,,,8.5,7.25,8.75,3.6,N1,Tiếng Anh
5741,64005761,8.2,7.5,7.75,7.5,,,,,,N1,Tiếng Anh
5742,64005762,5.2,,,,,6.5,6.75,8.75,5.4,N1,Tiếng Anh
5743,64005763,6.8,8.25,7.5,6.25,5.75,,,,4.2,N1,Tiếng Anh
5744,64005764,7.6,8.25,7.75,,7.25,,,,5.2,N1,Tiếng Anh
5745,64005765,3.2,7.5,,,,7.5,6.75,,4.2,N1,Tiếng Anh
5746,64005766,6.6,7.25,,,,,6.75,8.75,,N1,Tiếng Anh
5747,64005767,5.6,6.5,6.5,6.5,7.25,,,,4.2,N1,Tiếng Anh
5748,64005768,6.8,,4.5,,,,,,,N1,Tiếng Anh
5749,64005769,8.4,,7.5,7.25,7.75,,,,5.2,N1,Tiếng Anh
5750,64005770,3.8,6.75,4.25,2.75,5.75,,,,4.8,N1,Tiếng Anh
5751,64005771,6.2,,,,,6.25,6.75,6.75,3.4,N1,Tiếng Anh
5752,64005772,,7.25,,5.5,6.5,,,,3.2,N1,Tiếng Anh
5753,64005773,4.8,6.5,,,,8.75,,9.5,2.8,N1,Tiếng Anh
5754,64005774,5.4,,,,,6.25,,8.5,2.6,N1,Tiếng Anh
5755,64005775,5.4,6.25,,,,,6.75,9.5,,N1,Tiếng Anh
5756,64005776,5.4,6.75,,,,,6.25,,6.4,N1,Tiếng Anh
5757,64005777,,6.75,,,,7.75,,7.75,,N1,Tiếng Anh
5758,64005778,5.6,7.25,4.75,,5.5,,,,,N1,Tiếng Anh
5759,64005779,6.8,,,7.75,7.75,,,,,N1,Tiếng Anh
5760,64005780,,,,,,7.5,7.25,8.75,2.8,N1,Tiếng Anh
5761,64005781,4.2,6.5,,,,5.5,5.5,8.5,3.4,N1,Tiếng Anh
5762,64005782,8.4,6.25,8.25,8.75,7.25,,,,5.8,N1,Tiếng Anh
5763,64005783,3.6,6.5,,,,5.75,5.75,,3.8,N1,Tiếng Anh
5764,64005784,6.4,,5.25,5.25,5.25,,,,5.8,N1,Tiếng Anh
5765,64005785,,6.5,6.75,6.25,,,,,3.6,N1,Tiếng Anh
5766,64005786,,,,,,3.75,,6.5,2.4,N1,Tiếng Anh
5767,64005787,6.4,,5.75,7.5,5.5,,,,2.8,N1,Tiếng Anh
5768,64005788,,6.5,4.75,6.5,4.5,,,,3.4,N1,Tiếng Anh
5769,64005789,7.8,,5.75,6.25,6.5,,,,4.6,N1,Tiếng Anh
5770,64005790,6.6,,6.25,6.5,7.25,,,,3.4,N1,Tiếng Anh
5771,64005791,6.2,,5.75,5.5,5.5,,,,,N1,Tiếng Anh
5772,64005792,6.4,,6.25,,,,,,,N1,Tiếng Anh
5773,64005793,3.4,5.5,,,,,6.75,7.75,3.6,N1,Tiếng Anh
5774,64005794,5.8,6.25,6.5,7.5,6.75,,,,4.4,N1,Tiếng Anh
5775,64005795,4.6,5.5,3.5,6.25,6.25,,,,4.4,N1,Tiếng Anh
5776,64005796,5.2,7.25,,,6.25,,,,4.6,N1,Tiếng Anh
5777,64005797,4.6,6.75,,,,,,7.25,2.2,N1,Tiếng Anh
5778,64005798,,6.5,,,,4.5,4.25,7.25,3.8,N1,Tiếng Anh
5779,64005799,7.8,8.75,,7.5,7.25,,,,7.2,N1,Tiếng Anh
5780,64005800,6.6,,,,,8.25,8.75,9.5,,N1,Tiếng Anh
5781,64005801,7.2,8.5,,7.5,,,,,4.6,N1,Tiếng Anh
5782,64005802,5.8,6.75,,4.5,,,,,,N1,Tiếng Anh
5783,64005803,7.4,,6.5,6.25,6.25,,,,4.2,N1,Tiếng Anh
5784,64005804,5.8,,,,,7.25,5.75,,3.2,N1,Tiếng Anh
5785,64005805,3.8,5.75,,,,4.75,,6.25,2.8,N1,Tiếng Anh
5786,64005806,4.6,6.5,,,,,6.5,7.25,,N1,Tiếng Anh
5787,64005807,5.6,5.75,4.75,,5.75,,,,,N1,Tiếng Anh
5788,64005808,7.2,,,6.75,,,,,3.4,N1,Tiếng Anh
5789,64005809,5.2,6.5,4.75,4.25,3.5,,,,2.8,N1,Tiếng Anh
5790,64005810,5.2,7.75,,,,6.25,,8.25,2.8,N1,Tiếng Anh
5791,64005811,7.4,7.75,,,,7.25,,9.5,4.4,N1,Tiếng Anh
5792,64005812,6.6,,6.5,7.25,,,,,4.6,N1,Tiếng Anh
5793,64005813,3.2,7.25,,,,4.75,,8.5,2.8,N1,Tiếng Anh
5794,64005814,4.6,7.5,,,,5.75,,8.25,7.6,N1,Tiếng Anh
5795,64005815,4.2,6.5,,,,6.75,5.75,6.75,2.8,N1,Tiếng Anh
5796,64005816,3.6,,,,,4.25,5.75,7.75,2.8,N1,Tiếng Anh
5797,64005817,,7.5,7.5,,,,,,,N1,Tiếng Anh
5798,64005818,5.2,5.25,,,,3.25,5.25,7.5,,N1,Tiếng Anh
5799,64005819,4.8,8.5,4.25,5.75,5.25,,,,5.2,N1,Tiếng Anh
5800,64005820,3.8,7.75,,4.25,,,,,3.6,N1,Tiếng Anh
5801,64005821,6.4,7.25,,,,5.75,6.5,8.25,4.4,N1,Tiếng Anh
5802,64005822,5.2,7.5,,,,8.75,6.25,,4.6,N1,Tiếng Anh
5803,64005823,4.8,8.5,,,,7.5,6.25,,3.2,N1,Tiếng Anh
5804,64005824,,8.5,,,,,6.25,9.25,2.8,N1,Tiếng Anh
5805,64005825,7.6,7.25,5.75,,5.25,,,,3.2,N1,Tiếng Anh
5806,64005826,5.2,,,,,,,7.25,3.8,N1,Tiếng Anh
5807,64005827,4.4,6.75,,,,5.75,5.5,,2.2,N1,Tiếng Anh
5808,64005828,7.6,8.25,,7.75,7.25,,,,,N1,Tiếng Anh
5809,64005829,6.4,,5.25,5.75,,,,,5.8,N1,Tiếng Anh
5810,64005830,6.6,,5.25,4.75,6.5,,,,3.6,N1,Tiếng Anh
5811,64005831,6.4,,,,,7.75,5.5,9.25,2.8,N1,Tiếng Anh
5812,64005832,4.4,6.5,5.75,2.5,6.25,,,,2.6,N1,Tiếng Anh
5813,64005833,,,,,,5.5,6.75,6.5,3.6,N1,Tiếng Anh
5814,64005834,4.2,6.75,,,,5.5,5.5,8.25,3.4,N1,Tiếng Anh
5815,64005835,,7.75,,7.75,8.25,,,,4.4,N1,Tiếng Anh
5816,64005836,6.8,7.25,,,,6.25,8.25,9.75,3.2,N1,Tiếng Anh
5817,64005837,5.8,7.25,,,,,5.5,,,N1,Tiếng Anh
5818,64005838,5.4,5.5,,,,,6.25,8.25,3.2,N1,Tiếng Anh
5819,64005839,4.8,8.25,,,,7.5,6.75,,4.2,N1,Tiếng Anh
5820,64005840,,6.75,,,,,6.5,8.25,5.6,N1,Tiếng Anh
5821,64005841,,8.5,,,,7.5,6.25,9.75,4.4,N1,Tiếng Anh
5822,64005842,5.4,6.75,,,,5.25,6.25,6.75,2.8,N1,Tiếng Anh
5823,64005843,6.2,6.5,6.25,6.75,,,,,5.8,N1,Tiếng Anh
5824,64005844,5.2,6.25,,,,7.25,,,2.8,N1,Tiếng Anh
5825,64005845,5.4,6.75,,,,6.75,5.25,,7.6,N1,Tiếng Anh
5826,64005846,6.8,,6.25,,,,,,7.8,N1,Tiếng Anh
5827,64005847,7.6,8.5,8.5,8.25,,,,,6.8,N1,Tiếng Anh
5828,64005848,,8.5,5.75,5.5,,,,,4.6,N1,Tiếng Anh
5829,64005849,3.8,8.25,,,,,6.25,,2.4,N1,Tiếng Anh
5830,64005850,4.8,7.75,,,,6.5,6.25,8.75,4.8,N1,Tiếng Anh
5831,64005851,3.6,,,,,4.75,6.5,7.5,3.6,N1,Tiếng Anh
5832,64005852,5.8,8.25,,,,,6.75,9.75,5.8,N1,Tiếng Anh
5833,64005853,,8.75,7.5,,7.75,,,,7.6,N1,Tiếng Anh
5834,64005854,5.8,6.5,,,,4.25,5.25,7.75,2.2,N1,Tiếng Anh
5835,64005855,6.4,8.25,,6.75,,,,,6.6,N1,Tiếng Anh
5836,64005856,7.8,,6.75,7.25,,,,,5.2,N1,Tiếng Anh
5837,64005857,,8.5,,,,8.5,7.25,10.0,5.6,N1,Tiếng Anh
5838,64005858,,8.25,,,,7.5,,,,N1,Tiếng Anh
5839,64005859,6.8,6.75,,,,7.25,5.75,8.25,4.8,N1,Tiếng Anh
5840,64005860,5.4,7.25,,,,6.5,7.25,8.75,2.6,N1,Tiếng Anh
5841,64005861,5.2,,,,,4.5,5.75,8.5,,N1,Tiếng Anh
5842,64005862,,6.75,,,,6.5,7.25,8.5,5.4,N1,Tiếng Anh
5843,64005863,5.2,6.5,,,,7.5,8.25,9.75,5.2,N1,Tiếng Anh
5844,64005864,,4.25,,,,4.75,,7.25,2.8,N1,Tiếng Anh
5845,64005865,4.6,6.5,,,,3.75,4.5,6.75,2.6,N1,Tiếng Anh
5846,64005866,4.6,5.5,,,,3.5,4.25,8.5,,N1,Tiếng Anh
5847,64005867,4.6,,,,,5.5,5.25,,3.4,N1,Tiếng Anh
5848,64005868,6.2,,,,,,6.75,,4.6,N1,Tiếng Anh
5849,64005869,7.2,7.25,,,,7.75,6.75,8.75,3.6,N1,Tiếng Anh
5850,64005870,5.8,7.25,,,,,4.75,,3.6,N1,Tiếng Anh
5851,64005871,7.4,8.25,7.25,7.75,7.25,,,,6.2,N1,Tiếng Anh
5852,64005872,5.2,,,,,3.5,4.25,5.25,1.4,N1,Tiếng Anh
5853,64005873,5.2,5.75,,,,6.75,5.25,7.5,3.2,N1,Tiếng Anh
5854,64005874,4.6,6.5,,,,4.75,6.25,7.75,2.4,N1,Tiếng Anh
5855,64005875,5.8,,,,,4.5,5.75,7.25,,N1,Tiếng Anh
5856,64005876,6.6,6.75,,6.5,,,,,4.8,N1,Tiếng Anh
5857,64005877,6.6,5.75,,,,3.75,6.25,6.25,,N1,Tiếng Anh
5858,64005878,6.2,5.75,5.25,4.25,5.5,,,,3.6,N1,Tiếng Anh
5859,64005879,4.4,,,,,3.75,5.5,6.75,2.2,N1,Tiếng Anh
5860,64005880,6.2,7.75,,,,8.5,,,,N1,Tiếng Anh
5861,64005881,7.8,5.75,,,5.5,,,,3.2,N1,Tiếng Anh
5862,64005882,4.4,6.5,,,,,5.25,6.75,2.8,N1,Tiếng Anh
5863,64005883,5.2,5.5,,,,4.25,6.25,7.5,2.8,N1,Tiếng Anh
5864,64005884,,,6.5,7.75,,,,,5.4,N1,Tiếng Anh
5865,64005885,7.4,6.5,3.5,,6.5,,,,,N1,Tiếng Anh
5866,64005886,5.8,5.75,,,,4.75,,7.75,,N1,Tiếng Anh
5867,64005887,3.8,7.5,,,,4.5,5.5,,2.4,N1,Tiếng Anh
5868,64005888,5.6,6.75,,,,4.25,6.75,9.25,,N1,Tiếng Anh
5869,64005889,6.6,7.5,,5.5,4.5,,,,5.4,N1,Tiếng Anh
5870,64005890,6.2,,,,,3.75,,6.5,2.4,N1,Tiếng Anh
5871,64005891,3.2,,,,,4.5,5.75,7.25,3.2,N1,Tiếng Anh
5872,64005892,7.4,8.25,,,,,,8.5,3.4,N1,Tiếng Anh
5873,64005893,6.6,8.25,4.5,7.25,6.5,,,,5.4,N1,Tiếng Anh
5874,64005894,6.6,6.5,4.25,6.25,5.5,,,,3.8,N1,Tiếng Anh
5875,64005895,4.6,,,,,5.5,4.75,7.75,2.6,N1,Tiếng Anh
5876,64005896,5.6,8.25,,5.25,5.75,,,,,N1,Tiếng Anh
5877,64005897,6.2,8.5,,6.5,,,,,,N1,Tiếng Anh
5878,64005898,,7.75,,,,,6.25,9.25,4.4,N1,Tiếng Anh
5879,64005899,4.6,6.25,,,,6.5,4.5,7.25,3.6,N1,Tiếng Anh
5880,64005900,,7.5,,,,5.75,7.25,8.25,4.2,N1,Tiếng Anh
5881,64005901,7.2,6.75,,,,5.5,7.5,,3.2,N1,Tiếng Anh
5882,64005902,6.8,6.75,,,,,5.5,8.5,2.8,N1,Tiếng Anh
5883,64005903,7.2,6.75,6.25,6.5,5.25,,,,,N1,Tiếng Anh
5884,64005904,5.4,6.5,,,,6.25,6.75,9.75,3.6,N1,Tiếng Anh
5885,64005905,6.4,6.5,,7.75,6.75,,,,2.8,N1,Tiếng Anh
5886,64005906,,3.75,,,,3.75,5.75,6.5,2.2,N1,Tiếng Anh
5887,64005907,4.8,6.25,2.5,5.5,4.5,,,,2.8,N1,Tiếng Anh
5888,64005908,6.8,,6.25,,5.5,,,,5.8,N1,Tiếng Anh
5889,64005909,,6.25,,,,3.5,6.5,6.25,2.8,N1,Tiếng Anh
5890,64005910,6.2,6.75,,,,6.25,6.25,,4.6,N1,Tiếng Anh
5891,64005911,3.8,,,,,,5.75,,1.8,N1,Tiếng Anh
5892,64005912,,6.75,,,,,6.75,8.5,,N1,Tiếng Anh
5893,64005913,,,,,,,5.25,8.5,3.4,N1,Tiếng Anh
5894,64005914,,,,,,4.75,4.75,6.5,2.6,N1,Tiếng Anh
5895,64005915,5.2,,,,,4.25,5.5,7.75,2.8,N1,Tiếng Anh
5896,64005916,4.2,7.25,,,,4.75,,7.5,2.8,N1,Tiếng Anh
5897,64005917,6.2,,,,,4.25,6.5,6.75,2.8,N1,Tiếng Anh
5898,64005918,5.2,,,,,,6.5,6.25,1.8,N1,Tiếng Anh
5899,64005919,6.8,7.75,,,,5.25,5.75,,4.8,N1,Tiếng Anh
5900,64005920,5.2,5.75,,,,5.5,7.25,7.25,3.2,N1,Tiếng Anh
5901,64005921,,7.5,,,,4.75,5.25,7.5,8.4,N1,Tiếng Anh
5902,64005922,,,,,,5.25,7.25,,2.4,N1,Tiếng Anh
5903,64005923,5.8,5.5,,3.75,,,,,3.2,N1,Tiếng Anh
5904,64005924,,7.25,4.75,7.25,6.25,,,,5.6,N1,Tiếng Anh
5905,64005925,,6.75,,,,4.25,6.75,6.5,2.2,N1,Tiếng Anh
5906,64005926,4.8,,,,,4.25,6.5,7.5,2.6,N1,Tiếng Anh
5907,64005927,7.4,7.75,7.5,7.25,7.75,,,,5.2,N1,Tiếng Anh
5908,64005928,7.4,7.5,,,,4.75,5.75,,7.2,N1,Tiếng Anh
5909,64005929,4.4,5.75,,,,5.75,5.25,5.75,,N1,Tiếng Anh
5910,64005930,4.8,,,,,7.5,6.75,9.75,4.2,N1,Tiếng Anh
5911,64005931,4.4,,,,,5.25,6.25,6.75,,N1,Tiếng Anh
5912,64005932,6.6,,,,,7.5,,9.75,5.6,N1,Tiếng Anh
5913,64005933,4.4,,,,,4.5,6.5,,2.4,N1,Tiếng Anh
5914,64005934,7.2,8.25,3.75,6.75,7.25,,,,4.4,N1,Tiếng Anh
5915,64005935,5.2,,,,,,5.75,,5.4,N1,Tiếng Anh
5916,64005936,,5.75,,,,5.75,5.25,,2.8,N1,Tiếng Anh
5917,64005937,6.4,6.75,6.75,7.75,6.5,,,,,N1,Tiếng Anh
5918,64005938,6.6,6.25,,,,6.75,6.5,,4.4,N1,Tiếng Anh
5919,64005939,3.2,6.75,,,,,5.5,7.25,2.6,N1,Tiếng Anh
